# Data source: https://houseofgraphs.org/graphs/35481 (Hanoi graph / Sierpinski triangle, level 5)
243
-5.551115123125783e-16 1.113482335976928 237 238
1.0888186261441182 -1.0359822308998723 239 240
-1.1107317342839753 -1.0098672055492885 241 242
0.03789473684210498 0.03374188896899788 44 48 71
-0.34736842105263055 0.03374188896899888 43 47 72
-0.27157894736842125 0.03374188896899788 46 50 74
-0.03789473684210509 0.033741888968998324 45 49 73
-0.11368421052631561 0.03374188896899788 48 50 73
-0.19578947368421018 0.033741888968998435 47 49 74
0.11368421052631694 -1.113482335976928 3 6 78
0.19578947368421074 -0.9650180245133382 4 5 77
0.2715789473684196 -0.8233020908435473 8 10 98
-0.1136842105263155 -1.1134823359769275 7 9 97
-0.19578947368421074 -0.9650180245133382 12 13 95
0.34736842105263044 -0.6815861571737556 11 14 96
-0.2715789473684206 -0.8233020908435473 16 17 94
0.42315789473684173 -0.5398702235039635 15 18 93
-0.34736842105263044 -0.6815861571737547 20 21 91
0.5052631578947366 -0.39140591204037456 19 22 92
-0.4231578947368413 -0.5398702235039643 24 26 90
0.5810526315789466 -0.24968997837058327 23 25 89
0.6568421052631579 -0.1079740447007933 28 29 87
-0.5052631578947366 -0.3914059120403748 27 30 88
-0.5810526315789462 -0.2496899783705837 32 34 86
0.5431578947368405 0.10797404470079164 31 33 85
0.38526315789473564 0.1079740447007933 36 37 83
-0.6568421052631579 -0.1079740447007933 35 38 84
-0.5431578947368418 0.10797404470079364 40 42 82
0.23368421052631572 0.1079740447007922 39 41 81
0.07578947368421063 0.1079740447007923 44 45 79
-0.3852631578947362 0.1079740447007933 43 46 80
-0.07578947368421052 0.10797404470079341 48 49 76
-0.2336842105263156 0.10797404470079275 47 50 75
-0.19578947368421062 0.1822062004325885 74 76 99
-0.1136842105263155 0.1822062004325885 73 75 99
0.23368421052631527 -1.0392501802451317 52 78 100
0.19578947368421074 -1.1134823359769266 51 77 100
0.11368421052631561 0.18220620043258917 71 81 110
-0.4231578947368414 0.18220620043258806 72 82 109
0.1957894736842105 0.18220620043258862 70 79 110
-0.5052631578947366 0.1822062004325885 69 80 109
0.42315789473684173 0.18220620043258928 67 85 108
-0.6947368421052625 -0.18220620043258817 68 86 107
0.5052631578947366 0.18220620043258795 66 83 108
-0.6568421052631579 -0.24968997837058415 65 84 107
0.6947368421052609 -0.18220620043258817 63 89 106
-0.5431578947368414 -0.465638067772169 64 90 105
0.656842105263157 -0.24968997837058327 62 87 106
-0.505263157894737 -0.5398702235039647 61 88 105
-0.3852631578947363 -0.7490699351117504 59 94 103
0.543157894736842 -0.4656380677721703 60 93 104
0.5052631578947366 -0.5398702235039639 58 92 104
-0.34736842105263 -0.8233020908435451 57 91 103
-0.23368421052631616 -1.039250180245133 55 97 102
0.385263157894737 -0.7490699351117507 56 98 101
-0.19578947368421185 -1.1134823359769275 54 95 102
0.3473684210526313 -0.8233020908435456 53 96 101
-0.1578947368421051 0.2496899783705837 75 76 111
0.2715789473684209 -1.1134823359769275 77 78 112
0.42315789473684196 -0.8233020908435464 96 98 114
-0.2715789473684206 -1.113482335976928 95 97 113
-0.4231578947368412 -0.8233020908435464 91 94 121
0.5810526315789475 -0.5398702235039651 92 93 122
-0.5810526315789466 -0.5398702235039651 88 90 120
0.7326315789473679 -0.24968997837058415 87 89 119
-0.7326315789473684 -0.24968997837058415 84 86 118
0.467368421052631 0.2496899783705835 83 85 117
-0.46736842105263066 0.2496899783705837 80 82 116
0.15789473684210487 0.24968997837058338 79 81 115
-0.19578947368421018 0.323922134102378 99 123 135
0.3473684210526313 -1.1134823359769288 100 124 136
-0.34736842105263144 -1.1134823359769275 102 125 138
0.46736842105263077 -0.8975342465753409 101 126 137
0.1957894736842105 0.3239221341023787 110 134 145
-0.42315789473684084 0.32392213410237913 109 133 146
0.42315789473684084 0.3239221341023787 108 131 143
-0.7768421052631578 -0.32392213410237947 107 132 144
0.7768421052631571 -0.323922134102379 106 130 141
-0.656842105263159 -0.5398702235039651 105 129 142
-0.4673684210526313 -0.8975342465753413 103 128 139
0.656842105263157 -0.5398702235039639 104 127 140
-0.2715789473684215 0.32392213410237936 111 133 135
0.3852631578947361 -1.0392501802451317 112 126 136
-0.38526315789473653 -1.0392501802451308 113 128 138
0.42315789473684173 -0.9650180245133373 114 124 137
0.6947368421052622 -0.46563806777216943 122 130 140
-0.42315789473684173 -0.9650180245133368 121 125 139
-0.6947368421052618 -0.46563806777216943 120 132 142
0.7326315789473679 -0.39140591204037456 119 127 141
0.3473684210526313 0.32392213410237913 117 134 143
-0.7326315789473684 -0.3914059120403748 118 129 144
-0.34736842105263144 0.32392213410237936 116 123 146
0.2715789473684209 0.32392213410237913 115 131 145
-0.23368421052631616 0.39140591204037467 111 123 147
0.42315789473684173 -1.1134823359769275 112 124 149
0.5052631578947366 -0.9650180245133368 114 126 150
-0.42315789473684184 -1.1134823359769288 113 125 151
-0.5052631578947353 -0.9650180245133368 121 128 152
0.7326315789473679 -0.5398702235039651 122 127 155
0.8147368421052614 -0.39140591204037456 119 130 156
-0.7326315789473663 -0.5398702235039639 120 129 153
0.385263157894737 0.39140591204037456 117 131 158
-0.8147368421052619 -0.3914059120403748 118 132 154
0.23368421052631438 0.3914059120403749 115 134 157
-0.38526315789473653 0.3914059120403749 116 133 148
-0.27157894736842125 0.46563806777216976 135 148 159
-0.34736842105263066 0.4656380677721693 146 147 159
0.5052631578947365 -1.113482335976928 136 150 160
0.543157894736842 -1.0392501802451308 137 149 160
-0.5052631578947353 -1.1134823359769266 138 152 161
-0.543157894736841 -1.0392501802451308 139 151 161
-0.8147368421052621 -0.5398702235039647 142 154 162
-0.8526315789473671 -0.46563806777216943 144 153 162
0.814736842105262 -0.5398702235039643 140 156 163
0.8526315789473675 -0.4656380677721692 141 155 163
0.2715789473684205 0.46563806777216943 145 158 164
0.3473684210526309 0.4656380677721693 143 157 164
-0.3094736842105258 0.5398702235039652 147 148 165
0.5810526315789466 -1.1134823359769266 149 150 166
-0.5810526315789462 -1.113482335976927 151 152 167
-0.8905263157894728 -0.5398702235039634 153 154 168
0.8905263157894727 -0.5398702235039639 155 156 169
0.30947368421052524 0.5398702235039652 157 158 170
-0.27157894736842014 0.6073540014419605 159 183 195
0.6568421052631561 -1.1134823359769275 160 184 196
-0.6568421052631566 -1.1134823359769275 161 185 197
-0.9284210526315791 -0.6073540014419594 162 186 198
0.9284210526315776 -0.6073540014419598 163 187 200
0.2715789473684205 0.6073540014419603 164 188 199
-0.8147368421052615 -0.8233020908435473 174 177 189
-0.03789473684210487 0.6073540014419598 176 178 190
0.7768421052631571 -0.8975342465753413 175 179 191
-0.7768421052631558 -0.8975342465753409 171 180 192
0.8147368421052623 -0.8233020908435464 173 182 193
0.03789473684210609 0.6073540014419611 172 181 194
-0.8526315789473681 -0.7490699351117504 171 186 189
-0.11368421052631572 0.6073540014419607 172 183 190
0.7326315789473679 -0.9650180245133373 173 184 191
-0.7326315789473679 -0.9650180245133377 174 185 192
0.11368421052631472 0.6073540014419611 176 188 194
0.8526315789473675 -0.7490699351117504 175 187 193
-0.19578947368421074 0.6073540014419604 165 178 195
0.6947368421052631 -1.0392501802451322 166 179 196
-0.694736842105262 -1.0392501802451335 167 180 197
-0.8905263157894727 -0.6815861571737565 168 177 198
0.8905263157894732 -0.681586157173756 169 182 200
0.1957894736842105 0.6073540014419604 170 181 199
-0.8905263157894723 -0.8233020908435451 171 177 204
-0.07578947368420996 0.681586157173756 172 178 201
0.8147368421052614 -0.9650180245133377 173 179 202
-0.814736842105261 -0.9650180245133368 174 180 203
0.8905263157894722 -0.8233020908435451 175 182 205
0.07578947368421063 0.6815861571737556 176 181 206
-0.23368421052631505 0.681586157173756 165 183 207
0.7326315789473674 -1.1134823359769266 166 184 208
-0.7326315789473665 -1.1134823359769275 167 185 209
-0.9663157894736812 -0.6815861571737547 168 186 210
0.23368421052631483 0.6815861571737556 170 188 212
0.9663157894736831 -0.6815861571737565 169 187 211
-0.11368421052631617 0.7490699351117512 190 207 213
0.8526315789473679 -1.0392501802451317 191 208 214
-0.8526315789473684 -1.0392501802451322 192 209 215
-0.9663157894736824 -0.8233020908435456 189 210 216
0.9663157894736822 -0.8233020908435456 193 211 218
0.11368421052631517 0.7490699351117507 194 212 217
-0.19578947368421018 0.749069935111751 195 201 213
0.8147368421052614 -1.1134823359769288 196 202 214
-0.8147368421052614 -1.1134823359769266 197 203 215
-1.0042105263157892 -0.7490699351117516 198 204 216
1.0042105263157888 -0.7490699351117507 200 205 218
0.1957894736842105 0.7490699351117512 199 206 217
-0.15789473684210498 0.823302090843546 201 207 219
0.8905263157894727 -1.113482335976928 202 208 221
-0.8905263157894722 -1.1134823359769266 203 209 223
-1.042105263157894 -0.8233020908435456 204 210 224
0.15789473684210487 0.8233020908435462 206 212 220
1.0421052631578944 -0.8233020908435482 205 211 222
-0.11368421052631505 0.897534246575342 213 225 231
0.11368421052631517 0.8975342465753416 217 226 232
0.966315789473684 -1.1134823359769266 214 227 233
1.0863157894736837 -0.8975342465753422 218 228 234
-0.9663157894736845 -1.1134823359769297 215 230 236
-1.0863157894736823 -0.8975342465753413 216 229 235
-0.0378947368421052 0.8975342465753413 219 226 231
0.03789473684210565 0.8975342465753418 220 225 232
1.0042105263157883 -1.0392501802451317 221 228 233
1.0421052631578944 -0.9650180245133373 222 227 234
-1.042105263157893 -0.9650180245133382 224 230 235
-1.004210526315789 -1.039250180245133 223 229 236
-0.07578947368421074 0.9650180245133368 219 225 237
0.07578947368420952 0.9650180245133373 220 226 238
1.027430867394886 -1.0959940721072146 221 227 239
1.1242105263157884 -0.9650180245133382 222 228 240
-1.1242105263157864 -0.9650180245133373 224 229 242
-1.0255643534349534 -1.0975602632825812 223 230 241
-0.03789473684210387 1.0392501802451317 0 231 238
0.03789473684210498 1.039250180245132 0 232 237
1.0671514170427296 -1.0618042051879417 1 233 240
1.116663033927876 -1.002798557889923 1 234 239
-1.0710863313596224 -1.0571147569142347 2 236 242
-1.1174897482427832 -1.0018133181350808 2 235 241
